category,date,description,name,picture,price
Kühlung & Tiefkühlkost,2022-03-20,Aus Rind- und SchweinefleischZum Durchgaren in der PfannePraktische Portion für Rezepte für die ganze Familie800-g-Packung,"
                        meine METZGEREI Gemischtes Hackfleisch 800g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210555,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 150-g-PackungOhne ÖlVersch. Sorten:
	","
                        LYTTOS Mini-Salatwürfel 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202210414,€ 1
Getränke,2022-03-20,"Je 0,75-l-Flasche","
                        AFRICAN ROCK SELECTION Cabernet Sauvignon Pinotage 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202112160458,€ 1
Getränke,2022-03-20,"Je 0,75-l-FlascheSTOLZENFELS: Unsere Marke für prickelnden Genuss zu den schönsten Anlässen des Lebens","
                        STOLZENFELS Alkoholfrei 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150356,€ 1
Getränke,2022-03-20,Je 1-l-Flasche,"
                        RIO D'ORO Orangensaft 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202203090022,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 175-g-PackungAus irischer Weidemilch,"
                        Meine Käsetheke Irischer Cheddar 175 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101130358,€ 1
Getränke,2022-03-20,"Je 0,7-l-Flasche50 % Vol.","
                        WILDBRUNNER Blutwurzel Likör 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202009230298,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 200-g-PackungVersch. Sorten:
	Aus irischer Weidemilch","
                        Meine Käsetheke Irischer Cheddar 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101130359,€ 1
Getränke,2022-03-20,"Je 0,75-l-Flasche88 Punkte im falstaff Tasting 2021","
                        2020 Pinot Noir Rosé Pays d’Oc IGP 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010043,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 500-ml-FlascheNeue RezepturMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrtVersch. Sorten:
	","
                        MILSANI Milch Drink 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202150343-1,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 375-g-PackungOriginal nach italienischer ArtVorgebacken im HolzofenSchnelle und einfache Zubereitung im Backofen,"
                        PIZZA'AH Holzofen Pizza Milanese 375 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210481,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Verschiedene Sorten:In ScheibenZertifiziertes Bio-Produkt200-g-Packung,"
                        GUT bio Käsegenuss 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202009080446,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 400-g-PackungOriginal nach italienischer ArtVorgebacken im HolzofenSchnelle und einfache Zubereitung im Backofen,"
                        PIZZA'AH Holzofen Pizza Fantasia 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210482,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 350-g-PackungVerschiedene Sorten:
	Original nach italienischer ArtVorgebacken im HolzofenSchnelle und einfache Zubereitung im Backofen","
                        PIZZA'AH Holzofen Pizza Mediterranea/ Tricolore 350 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210480,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 150-g-PackungVersch. Sorten:
	","
                        Güldenhof Hähnchenbrustfilet in Scheiben 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012210024,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Rahmig und vollmundig im GeschmackNach griechischer Traditions-RezepturIdeal für Desserts mit FrüchtenAuch mit Honig sehr lecker4 BecherAus der Kühlung600-g-Packung,"
                        Lyttos Joghurt nach griechischer Art Natur 600g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210245,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 175-g-PackungVersch. Sorten:
	","
                        HOFBURGER Cremia Genuss mit Frischkäse 175 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150331-1,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 400-g-PackungIdeal zum Grillen oder zum Braten in der PfanneKräftig-würziger Geschmack5 Stück,"
                        MEINE METZGEREI Grobe Schweine-Bratwurst 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111080936,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 200-g-PackungVersch. Sorten:
	","
                        MEINE METZGEREI Mettspezialitäten 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202109140016,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 150-g-PackungVersch. Sorten: 
	Fruchtiger Bio-Joghurt mit knusprigen Müsli-Topping","
                        GUT bio Bio-Joghurt & Knuspermüsli 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101150051,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 150-g-PackungVersch. Sorten:
	","
                        GUT bio Bio-Fruchtquark 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012230368,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 300-g-Packung,"
                        GOLDEN SEAFOOD Norwegisches Lachsfilet 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110130266,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Verschiedene Sorten:
	Aus magerem SchweinefleischEinzeln entnehmbarVorgebraten und schnell servierfertigFür Pfanne, Fritteuse und BackofenTiefgekühlt400-g-Packung","
                        Jack's Farm Mini Knusper Schnitzel 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202009030062-1,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 500-ml-Becher,"
                        Mucci Funky American Ice Cream 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202101210062,€ 1
Getränke,2022-03-20,"Je 1-l-FlascheGeschmacksrichtung: SüßAromatisiertes, weinhaltiges Getränk","
                        Glühwein 1l 
                    ",https://s7g10.scene7.com/is/image/aldi/202110010184,€ 1
Getränke,2022-03-20,"Je 0,75-l-Flasche","
                        MARQUIS DE BEAUCEL Crémant d’Alsace AC 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202108170069,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 400-g-Packung,"
                        MEINE METZGEREI Puten-Minifilet 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202009030049-1,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 350-g-Packung,"
                        GUT DREI EICHEN Bayerischer Leberkäs 350 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201310602,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 500-ml-PackungVersch. Sorten:
	","
                        Mucci Supreme Rich & Creamy 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202105100940,€ 1
Getränke,2022-03-20,"Je 0,75-l-FlascheRindfleisch oder Pasta16 – 18 °C95 Punkte im Luca Maroni TastingGold 25. Berliner Wein TrophyUnder the Patronage of the OIV","
                        Fuga Primitivo Puglia IGP 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202203070231,€ 1
Getränke,2022-03-20,"Je 0,5-l-DoseAb 16 Jahren","
                        PAULANER Münchener Helles 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202110250048,€ 1
Getränke,2022-03-20,"Je 1,5-Liter","
                        Volvic Naturelle 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202109280097,€ 1
Getränke,2022-03-20,"Je 0,75-l-FlascheAusbau im EichenfassRundes und elegantes GeschmackserlebnisGILBERT & GAILLARD International Challenge 2021: GOLD: ","
                        HOPE 2021 Chardonnay 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010059,€ 1
Getränke,2022-03-20,"Je 6 x 0,5-l-Flasche = 3-l-Packung","
                        KARLSKRONE Premium Pilsener, 6er-Packung 3 l
                    ",https://s7g10.scene7.com/is/image/aldi/202201310592,€ 1
Getränke,2022-03-20,"Je 0,75-l-FlascheAb 18 JahrenUrsprungsland: Portugal","
                        BELLMAN Tawny Port Portwein 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260015,€ 1
Getränke,2022-03-20,"Je 6 x 0,5-l-Flasche = 3-l-Packung","
                        KARLSKRONE Gold Bier, 6er-Packung 3 l
                    ",https://s7g10.scene7.com/is/image/aldi/202201310593,€ 1
Getränke,2022-03-20,"Je 0,5-l-Dose","
                        SCHULTENBRÄU Premium Pilsener 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010015,€ 1
Getränke,2022-03-20,"Je 0,5-l-DoseAb 16 Jahren7 % vol.","
                        SCHULTENBRÄU Winterbock 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260014,€ 1
Getränke,2022-03-20,"Je 0,5-l-FlascheAb 18 JahrenPur genießen oder sanft aufwärmen (max. 50 Grad) und in ein hitzefestes Glas oder eine Tasse gießenMit Sahnehaube und Kakaopulver verfeinernAlternative: Einen Schuss heißen Bombardino in den Espresso geben, Sahnehäubchen, fertigAufbewahrungshinweis für den Konsumenten: Vor Licht, direkter Sonneneinstrahlung, Hitze und Frost schützen","
                        Bombardino Likör 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202201060025,€ 1
Getränke,2022-03-20,"Je 0,75-l-FlascheMit seiner menschenleeren Natur, fantastischen Landschaften und unverbrauchten Böden verfügt Neuseeland über idealeDie kühlen Temperaturen des berühmten Anbaugebietes Marlborough lassen die komplexe Fruchtaromatik der anspruchsvollen Sauvignon Blanc Traube in vollem Umfang entfaltenWeinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: Marlborough","
                        KIWI TRAIL Sauvignon Blanc Neuseeland 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202011180045,€ 1
Getränke,2022-03-20,"Je 0,75-l-FlascheRebsorte: Grüner VeltlinerGeschmacksrichtung: TrockenHerkunft: Niederösterreich, ÖsterreichQualitätswein aus NiederösterreichGrüner Veltliner mit einem intensiven Fruchtspiel, eleganter Mineralität und saftiger TexturAus dem Traditionshaus Baumgartner","
                        2020 Grüner Veltliner Reserve 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110280003,€ 1
Getränke,2022-03-20,"Je 6 x 0,5 LiterVersch. Sorten:
	","
                        KARLSKRONE Fassbrause 6 x 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202101270167,€ 1
Getränke,2022-03-20,"Je 0,75-l-FlascheFruchtbetont, vollmundig und präsent im MundAus der bekannten Weinbauregion Stellenbosch in SüdafrikaGeschmacksrichtung: TrockenWeinart: RotweinRebsorte: Cabernet SauvignonQualitätsstufe: Qualitätswein","
                        W.O. Stellenbosch Hope Cabernet Sauvignon Stellenbosch 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202104130236,€ 1
Getränke,2022-03-20,Je 200-ml-FlascheSTOLZENFELS: Unsere Marke für prickelnden Genuss zu den schönsten Anlässen des Lebens,"
                        STOLZENFELS Sekt Trocken 200 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202150293-1,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 140-g-PackungVersch. Sorten:
	","
                        LEERDAMMER® Scheibenkäse 140 g
                    ",https://s7g10.scene7.com/is/image/aldi/202107120096,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 600-g-Packung,"
                        CUCINA NOBILE Gnocchi oder Tagliatelle 600 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110100450,€ 1
Getränke,2022-03-20,"Je 0,75-l-FlascheHerkunft: RheinhessenGeschmack: Trocken","
                        Kitzer 3 Brüder Silvaner Sauvigon Blanc QbA 2020 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202107120091,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 160-g-Packung,"
                        LEERDAMMER® Scheibenkäse 160 g
                    ",https://s7g10.scene7.com/is/image/aldi/202107120099,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 150-g-Packung,"
                        GUT bio Bio-Bergbauern Käse 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202009290282,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 345-g-Packung300 g Weißwurst und 45 g süßer Senf ,"
                        Gut Drei Eichen Münchner Weißwurst mit Senf 345 g
                    ",https://s7g10.scene7.com/is/image/aldi/202105100950,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 250-g-Packung,"
                        GUT bio Bio-Nürnberger Rostbratwürste 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111080935,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 200-g-PackungJe 150 g Lachs + 50 g SauceVersch. Sorten:
	","
                        ALMARE Lachsspezialität 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012210014,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 100-g-PackungGepökeltZart und saftig,"
                        Gut Drei Eichen Kasseler-Aufschnitt 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011120043,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 250-ml-BecherKlimaneutrales ProduktMit Rainforest Alliance-zertifiziertem KaffeeMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrtVersch. Sorten:
	","
                        MILSANI Kaffeedrink 250 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202150380,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Verschiedene Sorten:
	Sahnige Frischkäse-Auswahl für die ganze FamilieCremig-frische Aufstrich-VielfaltIdeal auch zum Dippen oder VerfeinernJe 175-g-Becher","
                        Philadelphia Frischkäse 175g
                    ",https://s7g10.scene7.com/is/image/aldi/202105270144,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 1-l-FlascheKeine AnbindehaltungUnsere erste klimaneutrale Milch: Alle CO2-Emissionen, die entlang der Lieferkette unserer Milch entstehen, werden duch Klimaschutzprojekte volltständig ausgeglichen.Alles über unsere Milch und unsere weiteren Klimaschutz-Projekte in Deutschland findest du ","
                        FAIR & GUT Landmilch 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202203040006,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 100-g-PackungGeräuchert,"
                        GUT BIO Bio-Bacon 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202010046,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Aus der KühlungEnthält nur 5 % FettZum Braten in der PfanneIdeal für Bolognese-Sauce400-g-Packung,"
                        meine METZGEREI Fettreduziertes Rinderhackfleisch 5% Fett 400g
                    ",https://s7g10.scene7.com/is/image/aldi/202009030073-1,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 1-l-PackungVOM DEUTSCHEN TIERSCHUTZBUND ZERTIFIZIERT:,"
                        FAIR & GUT Weidemilch 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202203040007,€ 1
Getränke,2022-03-20,"Merlot – eine der weltweit beliebtesten Rebsorten aus dem Süden des traditionsreichen Weinlands FrankreichAromen dunkler Beerenfrüchte, eingebunden in sanfte Tannine, harmonisch und ungekünstelt – immer passend!Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trockenAnbaugebiet: Pays d'OcHerkunft: Frankreich","
                        Merlot Pays d´Oc IGP 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210040-1,€ 1
Getränke,2022-03-20,"Ein kräftiger sizilianischer Rotwein, der aus den gebietstypischen Nero d'Avola-Trauben und der Rebsorte Merlot gewonnen wird.Veredelt wird dieser elegante Wein durch Ausbau im Eichenholzfass.Er überzeugt durch Walderdbeernoten, die hervorragend mit den Gewürznoten im Einklang stehen.Dazu passen schmackhafte Gerichte mit Fleisch, Gemüse und gegrilltem Fisch.Weinstil: Rotwein stillTrinktemperatur: 18 °CGeschmack: trocken","
                        Giacondi Nero D'Avola Merlot DOC 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210077,€ 1
Getränke,2022-03-20,"Je 0,75-l-Flasche","
                        RAMON LOPEZ MURILLO 2016 Rioja Reserva DOCa 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202112020050,€ 1
Getränke,2022-03-20,"Je 0,33-l-Dose","
                        PAULANER Spezi 0,33 l
                    ",https://s7g10.scene7.com/is/image/aldi/202108170080,€ 1
Getränke,2022-03-20,"Je 0,33-l-Dose","
                        BREWDOG Zwickel Helles 0,33 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150377,€ 1
Getränke,2022-03-20,Je 700-ml-Flasche,"
                        Applepitsch 700 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112080010-1,€ 1
Getränke,2022-03-20,"Je 0,75-l-Flasche87+ Punkte im falstaff Tasting 2022","
                        OHH! POITOU Sauvignon blanc AOP 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010067,€ 1
Getränke,2022-03-20,Je 500-ml-Dose,"
                        KARLSBERG Pils Alkoholfrei 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112080013-1,€ 1
Getränke,2022-03-20,Je 500-ml-Dose,"
                        Hoepfner Pilsner 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202106100058,€ 1
Getränke,2022-03-20,"Je 0,5-l-Flasche","
                        New Western Dry Gin 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202109070018,€ 1
Getränke,2022-03-20,Je 500-ml-Dose,"
                        Gude Bier 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202106100059,€ 1
Getränke,2022-03-20,Je 330-ml-Dose,"
                        Red Bull 330 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202104270052,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Versch. Gewichte, z. B. 220 gVersch. Sorten:
	","
                        Meine Käsetheke Schweizer Käseselektion am Stück 220 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012170196,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 320-g-PackungVersch. Sorten:
	","
                        Gut Drei Eichen/Güldenhof Mini-Wiener 320 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012170193,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 150-g-PackungVersch. Sorten:
	","
                        WONNEMEYER Antipasti 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202203110732,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 1-kg-PackungFür 17 Portionen,"
                        LANDFREUDE Reibekuchenteig, frisch 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202101270057,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 300-g-Packung,"
                        FAIR & GUT Hähnchen-Geschnetzeltes 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111020696,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 300-g-PackungSahnig-Cremig,"
                        Hofburger Frischkäse 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012220392,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 500-g-PackungVersch. Sorten:
	Mehr Infos zum Thema Soja findet ihr ","
                        milsa+ Sojagurt 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101270191,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 300-g-Packung,"
                        Hofburger Maasdamer 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011260127,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 1-kg-Packung,"
                        Gut Drei Eichen Wiener Würstchen 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202201030715,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 400-g-Packung Mindestens 8 Wochen in Frankreich gereift,"
                        ROI DE TREFLE Raclette Käse 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012030089,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 200-g-Packung,"
                        ROI DE TREFLE® Original französischer Brie 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150317-1,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 250-ml-BecherKlimaneutrales ProduktMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrt","
                        MILSANI Kaffeedrink Latte Macchiato, weniger süß 250 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202150349-1,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 250-ml-BecherKlimaneutrales ProduktMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrt","
                        MILSANI Kaffeedrink Espresso 250 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202150348,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 250-ml-BecherKlimaneutrales ProduktMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrt","
                        MILSANI Kaffeedrink Cappuccino 250 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202150347,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 400-g-PackungFrischfleischVom SchweinKüchenfertigMariniert,"
                        BBQ Wintersteaks 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112270002,€ 1
Getränke,2022-03-20,"Je 0,7-l-Flasche","
                        ZARANOFF Wodka 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150290,€ 1
Getränke,2022-03-20,"Je 0,75-l-FlascheAusgesuchte Weine sowie die hohe Kunst des Kellermeisters prägen den Charakter dieses SchaumweinesDas elegante Prickeln verdankt der französische Crémant von der Loire der traditionellen Gärung in der FlascheEin perlender Genuss mit fruchtigen und mineralischen AnklängenAls Aperitif und perfekt zu Fisch und MeeresfrüchtenWeinstil: SchaumweinTrinktemperatur: 6 – 8 °C","
                        MARQUIS DE BEAUCEL Crémant De Loire AC 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010019,€ 1
Getränke,2022-03-20,"Je 1,5-l-FlascheVersch. Sorten:
	","
                        Quellbrunn Aqua Plus 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202101270059,€ 1
Getränke,2022-03-20,"Je 1,5-l-FlascheKöstliches Erfrischungsgetränk für Kinder und ErwachseneMit Kohlensäure versetztIntensiver Apfelgeschmack60 % FruchtgehaltFür den großen Durst","
                        WIESGART Apfelschorle 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110060096,€ 1
Getränke,2022-03-20,Je 330-ml-Dose,"
                        Coca-Cola® 330 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202110190024,€ 1
Getränke,2022-03-20,"Je 0,75-l-Flasche","
                        Prosecco Superiore Spumante Valdobbiadene DOCG 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210802,€ 1
Getränke,2022-03-20,"Je 1,5-l-FlascheQualität aus DeutschlandQUALITÄT AUS DER HEIMAT.","
                        QUELLBRUNN Natürliches Mineralwasser 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202203180000,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 750-g-Packung,"
                        ECHT FRANKEN Fränkischer Kloßteig 750 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150260,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 250-g-Packung,"
                        Hofburger Emmentaler 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202107060035,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 1-l-Glasflasche,"
                        MILSANI Frische Bergbauern-Vollmilch 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202250646,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 1-l-Packung3,5% Fett","
                        WeihenstephanH-Milch 3,5 % 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202105120047,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 200-g-BecherVersch. Sorten:
	","
                        Ehrmann High Protein Pudding 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202105101026,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 240-g-PackungZum Braten oder für den Grill,"
                        GUT BIO Grobe Bio-Bratwurst 240 g
                    ",https://s7g10.scene7.com/is/image/aldi/202102100083,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Schnittkäse, mind. 50% Fett i. Tr. ","
                        Alpenmark Ziegenkäse 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202105270129,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 200-g-PackungVersch. Sorten:
	","
                        GUT bio Käse-Variationen 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150585,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 450-g-GlasVersch. Sorten
	","
                        MILSANI Bergbauern-Fruchtjoghurt im Glas 450 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012290028,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 125-g-PackungQualität aus Deutschland,"
                        Hofburger Camembert 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101070057,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 400-g-PackungVersch. Sorten:
	","
                        GUT DREI EICHEN Bayerischer Leberkäs 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201310611,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 500-g-Packung,"
                        MEINE METZGEREI Schnitzel vom Schwein 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101070058,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 125-g-PackungVersch. Sorten: 
	","
                        GUT bio Bio-Salami 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101280081,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 4 x 100 g = 400-g-PackungVersch. Sorten:
	","
                        MILSANI Pudding trifft Sahne 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012290033,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 300-g-PackungVersch. Sorten:
	","
                        MEIN VEGGIE TAG The Wonder Vegane Vielfalt 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112150053,€ 1
Kühlung & Tiefkühlkost,2022-03-20,Je 150-g-PackungQS-zertifiziertSpitzenqualität,"
                        GÜLDENHOF Putenbruststreifen 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110260058,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 125-g-PackungVersch. Sorten:
	","
                        MEINE KÄSETHEKE Frischkäsezubereitung 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202250628,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 200-g-PackungVersch. Sorten:
	","
                        ROI DE TREFLE® Französischer Schnittkäse 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150300-1,€ 1
Kühlung & Tiefkühlkost,2022-03-20,"Je 350-g-PackungHerzhaft, rustikal","
                        UNSER FRANKEN Backschmaus 350 g
                    ",https://s7g10.scene7.com/is/image/aldi/202107120010,€ 1
