description,name,price
Je 100-g-PackungQualität aus Deutschland,"
                        GUT DREI EICHEN Bacon 100 g
                    ","
				€ 0,99
			"
"Je 200-g-BecherVersch. Sorten:
	","
                        MILSANI Gewürzquark 200 g
                    ","
				€ 0,59
			"
"Je 100-g-DoseIn Rapsöl, Essig und eigenem SaftGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner Filiale","
                        GOURMET FINEST CUISINE Forellenfilet 100 g
                    ","
				€ 1,89
			"
Je 350-g-PackungMild geräuchert,"
                        UNSER FRANKEN Nürnberger Stadtwurst 350 g
                    ","
				€ 2,99
			"
Je 180-g-Packung,"
                        HOFBURGER Käse für den Ofen 180 g
                    ","
				€ 1,79
			"
"Je 180-g-Packung (Nettogewicht = Abtropfgewicht) GUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigend","
                        GUT BIO Bio-Black-Tiger-Garnelen 180 g
                    ","
				€ 3,99
			"
"Je 1000-g-PackungFeine Nudelteigblätter mit würziger Tomaten-Hackfleisch-Sauce, cremiger Béchamel-Sauce und geriebenem KäseNach italienischer RezepturAus der KühlungVorgegart und schnell servierfertigGroße PortionFür den Ofen","
                        CUCINA NOBILE Lasagne Bolognese 1000 g
                    ","
				€ 2,49
			"
Je 650-g-Packung Sous-vide gegart,"
                        KÄFER Entenkeulen 650 g
                    ","
				€ 6,99
			"
Je 510-g-Packung6 x 85 g,"
                        LANDFREUDE Gerollte Maultaschen 510 g
                    ","
				€ 1,99
			"
Je 500-g-BecherAngenehm frischer GeschmackHerrlich cremigLecker auch mit Obst oder BeerenPerfekt fürs Müsli geeignetOhne zusätzlichen Plastikdeckel,"
                        MILSANI Joghurt mild 3,5 % 500 g
                    ","
				€ 0,55
			"
"Je 1-l-FlaschePremium-DirektsaftRIO D‘ORO®: Viel Frucht in großer Auswahl. Köstliche Klassiker, heimische Landfrüchte und Exotisches aus fernen Ländern: Mit RIO D‘ORO® kommt saftige Abwechslung in den Alltag","
                        RIO D’ORO® Orangendirektsaft 1 l
                    ","
				€ 1,59
			"
Je 200-g-PackungAus pasteurisierter Schafs- und ZiegenmilchIn Salzlake gereiftIdeal für die mediterrane Küche geeignetBereichert Salate und ist auch gebacken ein Genuss,"
                        LYTTOS Feta 200 g 
                    ","
				€ 1,49
			"
Je 150-g-PackungEnthält mindestens 30 % weniger Fett als ein herkömmlicher Feta der VollfettstufeAus pasteurisierter Schafs- und ZiegenmilchIn Salzlake gereiftFür den unbeschwerten GenussLeckere SalatzutatIdeal auch zum Braten,"
                        LYTTOS Schafskäse leicht 150 g 
                    ","
				€ 1,49
			"
"Je 250 g + 50 g = 300-g-Packung12 StückVersch. Sorten:
	","
                        JACK’S FARM Chicken Nuggets mit Dip 300 g
                    ","
				€ 1,99
			"
"Je 350-g-PackungVerschiedene Sorten:
	Original nach italienischer ArtVorgebacken im HolzofenSchnelle und einfache Zubereitung im Backofen","
                        PIZZA'AH Holzofen Pizza Mediterranea/ Tricolore 350 g
                    ","
				€ 2,19
			"
"Je 250-g-GlasVersch. Sorten:
	","
                        MEHLIG & HELLER Familienwurst 250 g
                    ","
				€ 1,99
			"
"Je 250-g-PackungVersch. Sorten:
	","
                        COBURGER Käse 250 g
                    ","
				€ 1,99
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        COBURGER Käse 200 g
                    ","
				€ 1,99
			"
Je 1-l-Packung,"
                        FRANKENLAND Vollmilch, 3,5 % Fett
                    ","
				€ 1,05
			"
Je 240-g-Packung,"
                        TANNENHOF Geräucherte Bauernwürste 240 g
                    ","
				€ 2,59
			"
Je 100-g-Packung,"
                        SCHMÄLZLE Stuttgarter Grobe Schinkenwurst 100 g
                    ","
				€ 0,99
			"
Je 6er-PackungGüteklasse AGewichtsklasse siehe EtikettOhne Kükentöten,"
                        UNSER FRANKEN Bio-Eier 6er-Packung
                    ","
				€ 2,29
			"
Je 3 x 80 g = 240-g-Packung,"
                        UNSER FRANKEN Bauernbratwurst 240 g
                    ","
				€ 2,19
			"
Je 200-g-Packung,"
                        ROI DE TREFLE® Original französischer Brie 200 g
                    ","
				€ 1,19
			"
"Verschiedene Sorten:Würzig und cremigOhne Gentechnik hergestelltKäsegenuss aus FrankreichMit Baguette, Brötchen oder Brot genießenAuch pur lecker200-g-Packung","
                        ROI DE TREFLE Französische Briespitze 60% Fett i. Tr. 200 g
                    ","
				€ 1,19
			"
Je 320-g-Packung,"
                        WAGNER Steinofen Pizza 320 g
                    ","
				€ 2,69
			"
Je 200-g-Packung,"
                        HOFBURGER Cremiger Weichkäse 200 g
                    ","
				€ 1,49
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        ROI DE TREFLE® Französischer Schnittkäse 200 g
                    ","
				€ 2,29
			"
"Je 0,7-l-FlascheDieser mehrfach DLG-prämierte Eierlikör ist ein besonders cremiger Genuss. Nach hauseigenem Rezept werden bei der Herstellung ausschließlich hochwertige Zutaten verarbeitet. Kosten Sie den gelben Klassiker","
                        BASTEI Eierlikör 0,7 l
                    ","
				€ 3,99
			"
"Je 125-g-PackungVersch. Sorten:
	","
                        GUT DREI EICHEN Belgische Leberpastete 125 g
                    ","
				€ 1,09
			"
Rahmig und vollmundig im GeschmackNach griechischer Traditions-RezepturIdeal für Desserts mit FrüchtenAuch mit Honig sehr lecker4 BecherAus der Kühlung600-g-Packung,"
                        Lyttos Joghurt nach griechischer Art Natur 600g
                    ","
				€ 1,29
			"
Je 1-l-Packung,"
                        GUT BIO Bio-Haferdrink 1 l
                    ","
				€ 0,99
			"
"Je 500-ml-FlascheNeue RezepturMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrtVersch. Sorten:
	","
                        MILSANI Milch Drink 500 ml
                    ","
				€ 0,69
			"
"Je 750-g-PackungVersch. Sorten:
	","
                        KNUSPERONE Müsli 750 g
                    ","
				€ 1,99
			"
"Je 125-g-PackungVersch. Sorten:
	","
                        HOFBURGER Frischkäse-Ring 125g
                    ","
				€ 1,19
			"
"Je 100-g-PackungVerschiedene Sorten:
	Aufgetaut und direkt aus der KühlungGekocht und geschältSaftig, knackig und würzigPerfekt für Party-Buffets oder als Snack für zwischendurch","
                        ALMARE Meeresfrüchte 100g
                    ","
				€ 1,99
			"
"Je 250-g-BecherMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrtVersch. Sorten:
	","
                        MILSANI Sahne-Kefir auf Frucht 250 g
                    ","
				€ 0,45
			"
Je 80-g-PackungDLG-prämiert,"
                        TESOROS DEL SUR Serrano-Schinkenspezialität 80 g
                    ","
				€ 1,79
			"
Je 1-l-FlascheCLINAIR:Mitglied der Initiative: ,"
                        CLINAIR Allesreiniger 1 l
                    ","
				€ 0,95
			"
"Für 35 WaschladungenAuch für empfindliche Fasern oder Gewebe, wie Wolle und Seide geeignetFür Waschtemperaturen von 20 bis 60 Grad Celsius geeignetStark gegen Flecken1,75-kg-Beutel","
                        Tandil Fein 1,75 kg
                    ","
				€ 2,55
			"
"Je 1-l-FlascheCLINAIR:Versch. Sorten:
	","
                        CLINAIR Bad-, Küchen- oder Duschkabinenreiniger 1 l
                    ","
				€ 1,15
			"
Je 500-g-Becher,"
                        GUT bio Bio-Skyr 500 g
                    ","
				€ 1,19
			"
"Je 500-g-PackungVersch. Sorten:
	","
                        ALL SEASONS Rahmgemüse 500 g
                    ","
				€ 1,19
			"
"Je 250-g-PackungVersch. Sorten:
	","
                        ROI DE TREFLE® Französischer Camembert 250 g 
                    ","
				€ 1,79
			"
Je 240-g-Packung,"
                        ROI DE TREFLE® Französischer Camembert 240 g
                    ","
				€ 1,79
			"
"Je 200-g-PackungDLG-prämiertVersch. Sorten:
	","
                        MEINE KÄSETHEKE Dänischer Schnittkäse 200 g
                    ","
				€ 1,79
			"
Je 1-l-Packung,"
                        FAIR & GUT Landmilch 1 l
                    ","
				€ 0,99
			"
Je 175-g-Packung,"
                        MEINE KÄSETHEKE Dänischer Schnittkäse 175 g
                    ","
				€ 1,69
			"
Je 1-l-Packung,"
                        FAIR & GUT Tierwohlmilch 1 l 
                    ","
				€ 1,15
			"
Je 1-l-Packung,"
                        FAIR & GUT Weidemilch 1 l
                    ","
				€ 1,05
			"
Je 150-g-PackungQS-zertifiziertSpitzenqualität,"
                        GÜLDENHOF Putenbruststreifen 150 g
                    ","
				€ 1,69
			"
Ohne KnochenIdeal für klassische RinderbrüheFrisch aus der Kühlung500-g-Packung,"
                        meine METZGEREI Frisches Suppenfleisch 500g
                    ","
				€ 4,49
			"
Je 400-g-Packung,"
                        Hofburger Emmentaler Käse am Stück 400 g
                    ","
				€ 2,79
			"
Je 450-g-PackungNUTRI-SCORE: A,"
                        ALL SEASONS Rahmspinat 450 g
                    ","
				€ 0,59
			"
"Je 1-kg-EimerMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrtVersch. Sorten:
	","
                        MILSANI Joghurt & Dessert 1 kg
                    ","
				€ 1,89
			"
Je StückGanzes frisches HähnchenHKL AFrischfleisch,"
                        GUT BIO Bio-Landhendl 1 kg
                    ","
				€ 9,49
			"
Je 100-g-Packung,"
                        GUT BIO Bio-Baconwürfel 100 g
                    ","
				€ 1,99
			"
"Je 450-g-GlasVersch. Sorten
	","
                        MILSANI Bergbauern-Fruchtjoghurt im Glas 450 g
                    ","
				€ 1,19
			"
Je 80-g-Packung,"
                        GUT BIO Bio-Schinkenwürfel 80 g
                    ","
				€ 1,99
			"
"Je 395-g-PackungBelegt mit gegrillter Paprika, Cherry Tomaten, Spinat und OlivenArtikel nur in ausgewählten Filialen erhältlich","
                        Pizz’Ah Veggi Base Pizza Gegrillte Paprika m. Spinat 395 g
                    ","
				€ 2,49
			"
Je 400-g-Packung,"
                        MEINE METZGEREI Puten-Minifilet 400 g
                    ","
				€ 2,99
			"
"Je 250-ml-BecherKlimaneutrales ProduktMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrt","
                        MILSANI Kaffeedrink Latte Macchiato, weniger süß 250 ml
                    ","
				€ 0,49
			"
"Versch. Gewichte, z. B. 4 kgHKL A","
                        JACK'S FARM Hafermastgans 4 kg
                    ","
				€ 17,00
			"
"Je 200-g-Becher1,8 % Fett","
                        MILSANI BiACtiv fettarmer Joghurt 200 g
                    ","
				€ 0,35
			"
"Je 250-g-PackungVersch. Sorten:
	","
                        WONNEMEYER Feinkostsalat 250 g 
                    ","
				€ 1,29
			"
Je 300-g-PackungNUTRI-SCORE: A,"
                        ALL SEASONS Buttergemüse 300 g
                    ","
				€ 0,59
			"
Je 3 x 30 g = 90-g-Packung,"
                        GOURMET Ziegenfrischkäse im Speckmantel 90 g
                    ","
				€ 1,89
			"
Je 227-g-PackungFür den Grill und die Pfanne,"
                        MEIN VEGGIE TAG The Wonder Burger 227 g
                    ","
				€ 2,79
			"
"Je 345-g-PackungBelegt mit Tomaten, marinierten halbgetrockneten Tomaten und ZwiebelnDer Artikel ist nur in ausgewählten Filialen erhältlich","
                        Pizz’Ah Veggi Base Pizza Tomate und Zwiebel 345 g
                    ","
				€ 2,49
			"
"Je 250-ml-BecherKlimaneutrales ProduktMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrt","
                        MILSANI Kaffeedrink Cappuccino 250 ml
                    ","
				€ 0,49
			"
Je 600-g-PackungSeparat zubereitete Sauce im Glas (200 g) und Pizzateig (400 g)Frischer Pizzateig zum Backen im OfenHerrlich luftig nach dem AufbackenNach Belieben belegbarBackzeit: 15 bis 20 MinutenHergestellt in Frankreich,"
                        CUCINA NOBILE Pizzateig mit Tomatensauce 600 g
                    ","
				€ 1,59
			"
Je 1-kg-Packung,"
                        Gut Drei Eichen Wiener Würstchen 1 kg
                    ","
				€ 5,69
			"
"Je 200-g-Becher20 g Protein pro BecherOhne Zuckerzusatz0,4 % Fett im MilchanteilVersch. Sorten:
	","
                        MILSANI High Protein Joghurt 200 g
                    ","
				€ 0,79
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        GUT DREI EICHEN Frischwurst 200 g
                    ","
				€ 0,99
			"
Je 200-g-PackungCUCINA NOBILE: Unsere Marke für traditionellen italienischen Genuss nach Original-Rezepten,"
                        CUCINA NOBILE Grana Padano D.O.P. 200 g
                    ","
				€ 2,79
			"
"Je 125-g-PackungVersch. Sorten:
	","
                        MEIN VEGGIE TAG Veggie Aufschnitt 125 g
                    ","
				€ 1,29
			"
Je 100-g-PackungCUCINA NOBILE: Unsere Marke für traditionellen italienischen Genuss nach Original-Rezepten,"
                        CUCINA NOBILE Prosciutto 100 g
                    ","
				€ 1,99
			"
"Je 380-g-PackungVersch. Sorten:
	","
                        WONNEMEYER Frischteig 380 g
                    ","
				€ 0,99
			"
Je 350-g-Packung,"
                        WONNEMEYER Frischteig Mürbeteig 350 g
                    ","
				€ 0,99
			"
Je 280-g-Packung,"
                        WONNEMEYER Frischteig 280 g
                    ","
				€ 0,99
			"
Je 150-g-PackungCUCINA NOBILE: Unsere Marke für traditionellen italienischen Genuss nach Original-Rezepten,"
                        CUCINA NOBILE Mortadella Bologna g. g. A. 150 g
                    ","
				€ 1,99
			"
"Je 100-g-PackungVersch. Sorten:
	","
                        MEINE METZGEREI Salami-Aufschnitt 100 g
                    ","
				€ 1,59
			"
Je 300-g-Packung,"
                        FAIR & GUT Hähnchen-Geschnetzeltes 300 g
                    ","
				€ 3,49
			"
"Je 200-g-DoseVersch. Sorten:
	","
                        Landwurst 200 g
                    ","
				€ 2,29
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        WONNEMEYER Fleischsalat 200 g
                    ","
				€ 1,29
			"
"Je 100-g-PackungVersch. Sorten:
	","
                        Internationale Salami-Spezialitäten 100 g
                    ","
				€ 1,99
			"
"Je 250-ml-BecherKlimaneutrales ProduktMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrt","
                        MILSANI Kaffeedrink Espresso 250 ml
                    ","
				€ 0,49
			"
Je 100-g-PackungAus kontrolliert biologischer Aquakultur,"
                        GUT BIO Bio-Räucherlachs 100 g
                    ","
				€ 2,99
			"
Je 190-g-Glas,"
                        SCHAMEL Meerrettich 190 g
                    ","
				€ 0,99
			"
Je 1-l-Glasflasche,"
                        MILSANI Frische Bergbauern-Vollmilch 1 l
                    ","
				€ 1,29
			"
Je 150-g-PackungQS-zertifiziertSpitzenqualität,"
                        GÜLDENHOF Hähnchenbruststreifen 150 g
                    ","
				€ 1,69
			"
"Je 250-g-PackungDLG-prämiertVersch. Sorten:
	","
                        GUT DREI EICHEN Landleberwurst 250g
                    ","
				€ 1,29
			"
Je 4 x 100-g-Becher = 400-g-Packung,"
                        ZOTT Monte® Maxi 400 g
                    ","
				€ 1,99
			"
Je 450-g-Packung,"
                        HENNE&HAHN Hühnerfrikassee 450 g
                    ","
				€ 1,59
			"
Je 190-g-Packung,"
                        ORIENTASTY Baguette nach Döner Art 190 g
                    ","
				€ 2,19
			"
"Je 190-g-BecherVersch. Sorten:
	","
                        EHRMANN Grand Dessert 190 g
                    ","
				€ 0,89
			"
Je 450-g-Packung15 Stück,"
                        IGLO Fischstäbchen 450g
                    ","
				€ 3,69
			"
Je 400-g-Packung,"
                        KUNZLER Lyoner 400 g
                    ","
				€ 3,99
			"
Je 125-g-Packung,"
                        GOLDSTEIG Emmentaler hauchdünn 125 g
                    ","
				€ 1,79
			"
Je 100-g-Packung,"
                        UNSER FRANKEN Fränkischer Aufschnitt 100 g
                    ","
				€ 1,29
			"
"Je 150-g-PackungVersch. Sorten:
	","
                        WONNEMEYER Antipasti 150 g
                    ","
				€ 1,59
			"
Je 200-g-PackungDLG-prämiert,"
                        GUT BIO Bio Körniger Frischkäse 200 g
                    ","
				€ 0,99
			"
description,name,price
"Je 300-g-PackungJe 6 x 50 gVersch. Sorten:
	","
                        Danone Fruchtzwerge 6 x 50 g
                    ","
				€ 1,59
			"
Je 400-g-Packung,"
                        KUNZLER Lyoner 400 g
                    ","
				€ 3,99
			"
Je 160-g-Packung,"
                        LEERDAMMER® Scheibenkäse 160 g
                    ","
				€ 1,99
			"
Je 450-g-Packung,"
                        HENNE&HAHN Hühnerfrikassee 450 g
                    ","
				€ 1,59
			"
Je 4 x 100-g-Becher = 400-g-Packung,"
                        ZOTT Monte® Maxi 400 g
                    ","
				€ 1,99
			"
Je 190-g-Glas,"
                        SCHAMEL Meerrettich 190 g
                    ","
				€ 0,99
			"
"Je 250-g-PackungVersch. Sorten:
	","
                        COBURGER Käse 250 g
                    ","
				€ 1,99
			"
"Je 100-g-PackungVersch. Sorten:
	","
                        Internationale Salami-Spezialitäten 100 g
                    ","
				€ 1,99
			"
"Je 400-g-Becher3,5 % Fett","
                        FRANKENLAND Joghurt mild 400 g
                    ","
				€ 0,85
			"
Je 550-g-Packung,"
                        Conditorei Coppenrath & Wiese Donauwelle 550 g
                    ","
				€ 3,69
			"
Je 698-g-Packung,"
                        BÄCKER BACHMEIER Bayerische Bio-Brezen 698 g
                    ","
				€ 2,69
			"
"Je 140-g-PackungVersch. Sorten:
	","
                        LEERDAMMER® Scheibenkäse 140 g
                    ","
				€ 1,99
			"
Je 1300-ml-Packung,"
                        Langnese Cremissimo Vanille 1300 ml
                    ","
				€ 3,49
			"
Je 900-ml-Packung,"
                        Langnese Cremissimo 900 ml
                    ","
				€ 3,49
			"
Je 250-g-Packung,"
                        GOLDSTEIG Ricotta 250 g
                    ","
				€ 1,79
			"
Je 1-l-FlascheCLINAIR:,"
                        CLINAIR Essigreiniger 1 l
                    ","
				€ 0,65
			"
"Je 500-ml-FlascheVersch. Sorten: 
	100 % recycelter Kunststoff (aus PET)","
                        green action Ecolabel Spülmittel 500 ml
                    ","
				€ 0,85
			"
"Je 2,025-kg-Packung30 WaschladungenPreis je Anwendung 0.14Cleanright.eu-zertifiziert","
                        TANDIL Vollwaschmittel Ultra Plus 2,025 kg
                    ","
				€ 4,25
			"
"Für 35 WaschladungenAuch für empfindliche Fasern oder Gewebe, wie Wolle und Seide geeignetFür Waschtemperaturen von 20 bis 60 Grad Celsius geeignetStark gegen Flecken1,75-kg-Beutel","
                        Tandil Fein 1,75 kg
                    ","
				€ 2,55
			"
Je PackungEinzeln entnehmbarMaße ca.: 38 x 42 cm,"
                        OPTIHOME Backpapierzuschnitte, 30 Stück
                    ","
				€ 0,95
			"
"Je 1,8-kg-PackungMit Aktiv-SauerstoffFür ca. 100 Anwendungen","
                        alio Geschirr-Reiniger-Pulver 1,8 kg
                    ","
				€ 2,95
			"
"Je 750-ml-FlascheVersch. Sorten: 
	","
                        GREEN ACTION WC-Reiniger 750 ml
                    ","
				€ 0,85
			"
Verschiedene Sorten:Ideal für zwischendurch und unterwegs9-Stück-Packung,"
                        Balisto Schokoriegel 166,5g
                    ","
				€ 1,79
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        LEIBNIZ Butterkeks 200 g
                    ","
				€ 1,19
			"
Je 150-g-Packung30 % weniger Zucker (als LEIBNIZ Butterkeks Original),"
                        LEIBNIZ Butterkeks 150 g
                    ","
				€ 1,19
			"
Verschiedene Sorten:Fruchtig-frischer GeschmackVegetarisch250-g-Beutel,"
                        Sweet Land Fruchtgummi 250 g
                    ","
				€ 0,99
			"
Je 400-g-PackungZwei knackige Kekse mit zartschmelzender KakaocremefüllungMit praktischer wiederverschließbarer VerpackungIdeal für zwischendurch und unterwegs,"
                        DeBeukelaer Prinzenrolle 400 g
                    ","
				€ 1,49
			"
Verschiedene Sorten:Mit Vitaminen und Fruchtsaft250-g-Beutel,"
                        nimm2 Lachgummi Frucht & Joghurt 250g
                    ","
				€ 0,99
			"
Verschiedene Sorten:Abwechslungsreicher Naschspaß in frecher Lachgesichter-Form225-g-Beutel,"
                        nimm2 Lachgummi Apfellinge 225g
                    ","
				€ 0,99
			"
Je 200-g-Packung,"
                        Pringles 200 g
                    ","
				€ 2,59
			"
Je 300-g-PackungJe 6 Stück,"
                        Get it/Peanut Bits/Race 300 g
                    ","
				€ 1,15
			"
Je 125-g-Packung,"
                        HUOBER Prinzess Brezel 125 g
                    ","
				€ 1,19
			"
"Je 3 x 25-g-PackungVersch. Sorten:
	","
                        Stormy 3 x 25 g
                    ","
				€ 0,95
			"
Je 225-g-PackungJe 5 Stück,"
                        Mars® 225 g
                    ","
				€ 1,89
			"
"Je 75-g-PackungVersch. Sorten:
	","
                        FUNNY-FRISCH POM-BÄR 75 g
                    ","
				€ 1,29
			"
"Je 150-g-PackungMOSER ROTH: Seit 1896 steht der Name Moser Roth für exquisiten Schokoladen-Genuss und edle KompositionenVersch. Sorten:
	","
                        MOSER ROTH Chocolat Délice 150 g
                    ","
				€ 1,39
			"
Je 200-g-Packung Je 5 Stück,"
                        Snickers® Crisp 200 g
                    ","
				€ 1,89
			"
Je 250-g-Packung Je 5 Stück,"
                        Snickers®/Twix® 250 g
                    ","
				€ 1,89
			"
Je 200-g- PackungDie Sorte mit Zartbitterschokolade ist vegan,"
                        GUT BIO Bio-Hafercookies 200 g
                    ","
				€ 1,29
			"
"Je 115,2-g-Packung16 Kapseln à 7,2 g0,17 EUR/Tasse","
                        EXPRESSI Espresso Reggio 115,2 g
                    ","
				€ 2,99
			"
"124,8-g-Packung16 Kapseln à 7,8 g0,17 €/Tasse","
                        EXPRESSI Caffè Crema Lungo 124,8 g
                    ","
				€ 2,99
			"
"124,8-g-Packung16 Kapseln à 7,8 g0,17 EUR/Tasse","
                        EXPRESSI Caffè Crema Entkoffeiniert 124,8 g
                    ","
				€ 2,99
			"
"150-g-Packung8 Kapseln à 7,8 g8 Kapseln à 11 g0,35 EUR/ Tasse","
                        EXPRESSI Latte Macchiato 150 g
                    ","
				€ 2,99
			"
"Je 160-g-Packung16 Kapseln à 10,0 g0,17 EUR/Tasse","
                        EXPRESSI Typ Milch 160 g
                    ","
				€ 2,99
			"
Je 1-kg-Packung,"
                        MINGES Kaffeespezialitäten 1 kg
                    ","
				€ 9,99
			"
"Je StückGeeignet für EXPRESSI KapselnProgrammierbare TassenfüllmengeAbschaltautomatikBrühsystem mit 19-bar-Hochleistungspumpe, mit SpülfunktionReduzierte Brühtemperatur für Milch-SpezialitätenEinfache Bedienung","
                        EXPRESSI Kapselmaschine ""Square Titan""
                    ","
				€ 59,99
			"
"Je PackungJe 10 Kapseln à 5,5 g0,15 €/TasseNespresso®-kompatibelHochwertige Aluminium Kapsel","
                        AMAROY Aluminium Kaffeekapseln Lungo Crema 55 g
                    ","
				€ 1,49
			"
"Je PackungJe 10 Kapseln à 5,5 g0,15 €/TasseNespresso®-kompatibelHochwertige Aluminium Kapsel","
                        AMAROY Aluminium Kaffeekapseln Espresso Ristretto 55 g
                    ","
				€ 1,49
			"
"Je Packung Je 10 Kapseln à 5,5 g0,15 €/TasseNespresso®-kompatibelHochwertige Aluminium Kapsel","
                        AMAROY Aluminium Kaffeekapseln Espresse Speciale 55 g
                    ","
				€ 1,49
			"
"UVP 1.99 €, –35 % im Preis reduziertJe 60-g-Packung20 BeutelVersch. Sorten:
	","
                        TEEKANNE Früchtetee 60 g
                    ","
				€ 1,29
			"
"UVP 1.99 €, –35 % im Preis reduziertJe 45-g-Packung20 BeutelAromatisierter Früchtetee mit Holunderblüten- und Limetten-Aroma","
                        TEEKANNE Früchtetee 45 g
                    ","
				€ 1,29
			"
"UVP 1.99 €, –35 % im Preis reduziertJe 55-g-Packung20 BeutelAromatisierter Früchtetee mit Granatapfel und Brombeer-Aroma","
                        TEEKANNE Früchtetee 55 g
                    ","
				€ 1,29
			"
"Je 104-g-Packung20 Kapseln à 5,2 gFür NESPRESSO'-Kapselmaschinen geeignetVersch. Sorten:
	","
                        JACOBS® Kaffeekapseln 104 g
                    ","
				€ 3,99
			"
Je 1-kg-Packung,"
                        LAVAZZA Caffè Crema Classico ganze Bohne 1 kg
                    ","
				€ 14,99
			"
Je 1-kg-Packung,"
                        Lavazza Crema e Aroma ganze Bohne 1 kg
                    ","
				€ 14,99
			"
"Je 104-g-PackungBesonders lange geröstetBlend aus Robusta- und Arabica-BohnenSehr intensiver, herzhafter GeschmackFür Kapselmaschinen von Nespresso20 Kapseln à 5,2 g0,15 EUR/ Tasse","
                        Jacobs Kapseln Lungo Intenso 8 104 g
                    ","
				€ 3,99
			"
Je Flasche51 TabsTANDIL:Unsere Marke für zuverlässige Sauberkeit und schonende Wäsche. Noch mehr Auswahl findest du dauerhaft in deiner FilialeMitglied der Initiative: ,"
                        TANDIL Kalkstopp-Tabs
                    ","
				€ 3,35
			"
Je Packung80 WaschladungenTANDIL:Unsere Marke für zuverlässige Sauberkeit und schonende Wäsche. Noch mehr Auswahl findest du dauerhaft in deiner FilialeMitglied der Initiative: ,"
                        TANDIL Classic Color 80 Waschladungen
                    ","
				€ 9,95
			"
Je 1-l-FlascheCLINAIR:,"
                        CLINAIR Glasreiniger 1 l
                    ","
				€ 1,15
			"
"Je 1-l-FlascheCLINAIR:Versch. Sorten:
	","
                        CLINAIR Bad-, Küchen- oder Duschkabinenreiniger 1 l
                    ","
				€ 1,15
			"
"Je 1,1-l-Flasche20 AnwendungenRezeptur ohne MikroplastikTANDIL: Unsere Marke für zuverlässige Sauberkeit und schonende Wäsche. Noch mehr Auswahl findest du dauerhaft in deiner FilialeMitglied der Initiative: ","
                        TANDIL Flüssigwaschmittel Universal 1,1 l
                    ","
				€ 3,15
			"
Je PackungColorwaschmittel oder Vollwaschmittel22 WaschladungenTANDIL:Unsere Marke für zuverlässige Sauberkeit und schonende Wäsche. Noch mehr Auswahl findest du dauerhaft in deiner FilialeMitglied der Initiative: ,"
                        TANDIL 3in1 Caps 22 Waschladungen
                    ","
				€ 4,35
			"
"Je 2er-PackungCLINAIR:Mitglied der Initiative: Versch. Sorten:
	","
                        CLINAIR WC-Duftjuwelen 2er-Packung
                    ","
				€ 1,25
			"
"Je 3er-PackungFlüssigCLINAIR:Mitglied der Initiative: Versch. Sorten:
	","
                        CLINAIR WC-Duftspüler 3er-Packung
                    ","
				€ 1,25
			"
"Je 1-l-FlascheCLINAIR:Mitglied der Initiative: Versch. Sorten:
	","
                        CLINAIR WC-Reiniger 1 l
                    ","
				€ 0,95
			"
Je 1-l-FlascheCLINAIR:Mitglied der Initiative: ,"
                        CLINAIR Allesreiniger 1 l
                    ","
				€ 0,95
			"
Je 2 StückFür Obst und Gemüse,"
                        Mehrweg-Frischenetz 2 Stück
                    ","
				€ 0,49
			"
"Je 0,75-l-FlascheRebsorte: CuvéeGeschmacksrichtung: FruchtigHerkunft: Bardolino, Italien","
                        2020 COMIS Bardolino Chiaretto 0,75 l
                    ","
				€ 4,99
			"
"Je 0,5-l-Dose","
                        Erdinger Alkoholfrei 0,5 l
                    ","
				€ 0,89
			"
"Je 0,75-l-FlascheHerkunft: ItalienGeschmack: TrockenMit fruchtigen Aromen von Erdbeeren","
                        Fantini Calalenta Rosé 0,75 l
                    ","
				€ 6,99
			"
